"PAIS","COD_SKU","FAMILY","MODEL_NAME","BRAND","TIER","STATUS"
NI,3079,BMOBILE BL50,BMOBILE BL50 BLACK,BMOBILE,ENTRY,EOL
NI,2999,SMOOTH UNO 3G,KIT SMOOTH UNO 3G WHITE,SMOOTH,FEATURE PHONE,EOL
NI,3002,BLU J7L,BLU J7L BLACK,BLU,LOW,EOL
NI,3003,BLU J7L,KIT BLU J7L BLACK,BLU,LOW,EOL
NI,3005,BLU J7L,KIT BLU J7L BLUE,BLU,LOW,EOL
NI,3006,BLU J7L,BLU J7L BROWN,BLU,LOW,EOL
NI,2979,SAMSUNG GALAXY A31,SAMSUNG GALAXY A31 BLUE,SAMSUNG,MID HIGH,EOL
NI,2989,,SAMSUNG GALAXY A21S BLUE 128GB,SAMSUNG,MID,OBSOLETE
NI,2987,,KIT SAMSUNG GALAXY A12 BLUE,SAMSUNG,MID,OBSOLETE
NI,2749,,SAMSUNG GALAXY TAB A 2019  BLACK,SAMSUNG,OTHERS,OBSOLETE
NI,3026,SAMSUNG GALAXY BUDS +,SAMSUNG GALAXY BUDS +,SAMSUNG,LOW,EOL
NI,3046,SAMSUNG GALAXY FIT 2 BLACK,SAMSUNG GALAXY FIT 2 BLACK,SAMSUNG,ENTRY,EOL
NI,3024,SAMSUNG GALAXY WATCH 3 BLACK 45MM,SAMSUNG GALAXY WATCH 3 BLACK 45MM,SAMSUNG,MID HIGH,EOL
NI,2995,BMOBILE K383,BMOBILE K383 PINK,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2992,BOLD T5 SS,BOLT T5 SS,BLU,ENTRY,EOL
NI,3083,BOLD T6,BOLD T6 BLACK,BLU,ENTRY,EOL
NI,3057,SMOOTH SNAP MINI,SNAP MINI 3 GRAY,SMOOTH,FEATURE PHONE,EOL
NI,3058,SMOOTH SNAP MINI,SNAP MINI 3 BLACK,SMOOTH,FEATURE PHONE,EOL
NI,3070,BLU Z4,BLU Z4 LIME,BLU,FEATURE PHONE,ACTIVE
NI,3067,BLU Z4,BLU Z4 CYAN,BLU,FEATURE PHONE,ACTIVE
NI,3022,,SAMSUNG GALAXY A02 BLUE 64GB,SAMSUNG,MID,OBSOLETE
NI,3040,,SAMSUNG GALAXY A02 RED 64GB,SAMSUNG,MID,OBSOLETE
NI,3025,LG K51S BLUE,LG K51 S BLUE,LG,MID,EOL
NI,3093,SAMSUNG GALAXY A22,SAMSUNG GALAXY A22 WHITE 128GB,SAMSUNG,MID HIGH,EOL
NI,3094,SAMSUNG GALAXY A22,SAMSUNG GALAXY A22 BLACK 128GB,SAMSUNG,MID HIGH,EOL
NI,3047,,SAMSUNG GALAXY A21S WHITE 64GB,SAMSUNG,MID,OBSOLETE
NI,3161,NOKIA 1.4,KIT NOKIA 1.4 BLUE,NOKIA,MID LOW,EOL
NI,3124,IPHONE 12 128GB,IPHONE 12 128GB WHITE,APPLE,ULTRA HIGH,EOL
NI,3149,IPHONE 12 128GB,IPHONE 12 BLUE 128GB,APPLE,ULTRA HIGH,EOL
NI,3116,IPHONE 13 128GB,IPHONE 13 128GB BLUE,APPLE,ULTRA HIGH,EOL
NI,3123,IPHONE 13 128GB,IPHONE 13 128GB RED,APPLE,ULTRA HIGH,EOL
NI,3127,IPHONE 13 256GB,IPHONE 13 256GB BLUE,APPLE,FLAGSHIP,EOL
NI,3129,IPHONE 13 256GB,IPHONE 13 256GB PINK,APPLE,FLAGSHIP,EOL
NI,3131,IPHONE 13 PRO 128GB,IPHONE 13 PRO 128GB GOLD,APPLE,FLAGSHIP,EOL
NI,3134,IPHONE 13 PRO 128GB,IPHONE 13 PRO 128GB SILVER,APPLE,FLAGSHIP,EOL
NI,3136,IPHONE 13 PRO 256GB,IPHONE 13 PRO 256GB GRAPHITE,APPLE,FLAGSHIP,EOL
NI,3180,SAMSUNG GALAXY A53,SAMSUNG GALAXY A53 WHITE,SAMSUNG,HIGH,EOL
NI,3198,SAMSUNG GALAXY A03,SAMSUNG GALAXY A03 BLACK,SAMSUNG,MID,EOL
NI,3112,SAMSUNG GALAXY A03 CORE,SAMSUNG GALAXY A03 CORE BLACK,SAMSUNG,MID LOW,EOL
NI,6185,HONOR 50 LITE,HONOR 50 LITE,HONOR,MID HIGH,EOL
NI,3201,ZTE BLADE A31 PLUS,ZTE BLADE A31 PLUS GREY,ZTE,LOW,EOL
NI,6190,,SMOOTH 6.26 LITE,SMOOTH,LOW,NEW
NI,3082,BLU Z4,BLU Z4 SS,BLU,FEATURE PHONE,NEW
NI,6191,,SAMSUNG GALAXY TAB A8,SAMSUNG,OTHERS,NEW
NI,6194,,SAMSUNG GALAXY WATCH 4 CLASSIC 46 MM,SAMSUNG,ACCESSORIES,NEW
NI,3084,BMOBILE BL50 PRO BLACK,BMOBILE BL50 PRO BLACK,BMOBILE,LOW,EOL
NI,3088,BMOBILE BL50 PRO BLACK/BUNDLE,KIT BMOBILE BL50 PRO BLACK/BUNDLE,BMOBILE,LOW,EOL
NI,3203,SMOOTH TANK3,SNAP TANK3 BLUE,SMOOTH,FEATURE PHONE,EOL
NI,3215,SMOOTH TANK3,SNAP TANK3 BLACK/GRAY,SMOOTH,FEATURE PHONE,EOL
NI,3213,SMOOTH TANK3,SNAP TANK 3 SS,SMOOTH,FEATURE PHONE,EOL
NI,3162,SAMSUNG GALAXY S22 ULTRA,SAMSUNG GALAXY S22 ULTRA 12+256 BLACK,SAMSUNG,FLAGSHIP,EOL
NI,3176,BMOBILE K386,KIT BMOBILE K386 BLUE,BMOBILE,FEATURE PHONE,OBSOLETE
NI,3196,SAMSUNG GALAXY A13,SAMSUNG GALAXY A13 BLUE 64GB,SAMSUNG,MID,EOL
NI,3167,NOKIA G21,NOKIA G21 BLUE,NOKIA,MID,EOL
NI,3241,BMOBILE BL40,BMOBILE BL40 BLACK,BMOBILE,ENTRY,EOL
NI,3247,BMOBILE T101,BMOBILE T101 BLACK DS,BMOBILE,FEATURE PHONE,ACTIVE
NI,3426,BMOBILE T101,BMOBILE T101 GRAY DS,BMOBILE,FEATURE PHONE,ACTIVE
NI,3159,ZTE A31 LITE,ZTE BLADE A31 LITE BLUE,ZTE,ENTRY,EOL
NI,3359,BOLD T6L,BOLD T6L BLACK DS,BLU,ENTRY,EOL
NI,6244,,TECNO SPARK 8C,TECNO,MID,NEW
NI,6246,,BLU M7I,BLU,MID LOW,NEW
NI,6247,,ZTE BLADE A71,ZTE,MID LOW,NEW
NI,3266,ZTE BLADE A52,ZTE BLADE A52 GRAY,ZTE,LOW,EOL
NI,3228,BLU G51 PLUS,BLU G51 PLUS BLACK,BLU,MID LOW,EOL
NI,3346,BMOBILE BL60 PRO,BMOBILE BL60 PRO BLUE,BMOBILE,LOW,EOL
NI,3210,BMOBILE BL51,KIT MI TIENDA_BMOBILE BL51 BLACK,BMOBILE,LOW,EOL
NI,3211,BMOBILE BL51,KIT MI TIENDA_BMOBILE BL51 BLUE,BMOBILE,LOW,EOL
NI,3246,XIAOMI REDMI NOTE 11 PRO,XIAOMI NOTE 11 PRO 128GB GRAY,XIAOMI,MID HIGH,EOL
NI,3225,NOKIA G11 PLUS,NOKIA G11 PLUS GREY,NOKIA,MID,EOL
NI,3270,ZTE BLADE A72,ZTE BLADE A72 GRAY,ZTE,MID LOW,EOL
NI,3401,ZTE BLADE A72,ZTE BLADE A72 BLUE,ZTE,MID LOW,EOL
NI,3285,SAMSUNG GALAXY A04,SAMSUNG GALAXY A04 BLACK,SAMSUNG,MID,EOL
NI,3296,SAMSUNG GALAXY A04,SAMSUNG GALAXY A04 GREEN,SAMSUNG,MID,EOL
NI,3307,SAMSUNG GALAXY A04,KIT SAMSUNG GALAXY A04 BLACK,SAMSUNG,MID,EOL
NI,6270,,BMOBILE BL61,BMOBILE,LOW,OBSOLETE
NI,3259,SAMSUNG GALAXY Z FLIP4,SAMSUNG GALAXY Z FLIP4 256GB PURPLE,SAMSUNG,FLAGSHIP,EOL
NI,6273,IPHONE 14 PLUS 256GB,iPhone 14 Plus 256GB Midnight,APPLE,FLAGSHIP,NEW
NI,3326,IPHONE 14 PRO MAX 128GB,IPHONE 14 PRO MAX 128GB GOLD,APPLE,FLAGSHIP,EOL
NI,3328,IPHONE 14 PRO MAX 128GB,IPHONE 14 PRO MAX 128GB SPACE BLACK,APPLE,FLAGSHIP,EOL
NI,3330,IPHONE 14 PRO MAX 256GB,IPHONE 14 PRO MAX 256GB SILVER,APPLE,FLAGSHIP,EOL
NI,3274,XIAOMI REDMI A1,XIAOMI REDMI A1 LIGHT GREEN,XIAOMI,LOW,EOL
NI,3265,SAMSUNG GALAXY A04E,SAMSUNG GALAXY A04E 32GB BLACK,SAMSUNG,MID LOW,EOL
NI,3324,IPHONE 14 128GB,IPHONE 14 128GB STARLIGHT,APPLE,ULTRA HIGH,EOL
NI,3312,IPHONE 14 256GB,IPHONE 14 BLUE 256GB,APPLE,FLAGSHIP,EOL
NI,3325,IPHONE 14 256GB,IPHONE 14 256GB MIDNIGHT,APPLE,FLAGSHIP,EOL
NI,3291,SAMSUNG GALAXY S23 ULTRA,SAMSUNG S23 ULTRA ULTRA BLACK 256GB,SAMSUNG,FLAGSHIP,EOL
NI,3303,SAMSUNG GALAXY S23 ULTRA,SAMSUNG S23 ULTRA BEIGE 256GB,SAMSUNG,FLAGSHIP,EOL
NI,3287,SAMSUNG GALAXY S23 PLUS,SAMSUNG S23 PLUS BEIGE CREAM 256GB,SAMSUNG,FLAGSHIP,NEW
NI,3289,SAMSUNG GALAXY S23 PLUS,SAMSUNG S23 PLUS BLACK 512GB,SAMSUNG,FLAGSHIP,NEW
NI,3302,SAMSUNG GALAXY S23,SAMSUNG GALAXY S23 GREEN 128GB DS,SAMSUNG,ULTRA HIGH,EOL
NI,3395,XIAOMI REDMI NOTE 12,XIAOMI NOTE 12 BLUE 128GB,XIAOMI,MID HIGH,EOL
NI,3262,SAMSUNG GALAXY Z FOLD4,SAMSUNG GALAXY Z FOLD 4 BLACK,SAMSUNG,FLAGSHIP,ACTIVE
NI,3314,SAMSUNG GALAXY A14,SAMSUNG GALAXY A14 BLACK,SAMSUNG,MID,EOL
NI,3350,SAMSUNG GALAXY A24,SAMSUNG GALAXY A24 BLACK 128GB,SAMSUNG,MID HIGH,EOL
NI,3351,SAMSUNG GALAXY A24,SAMSUNG GALAXY A24 SILVER 128GB,SAMSUNG,MID HIGH,EOL
NI,3316,SAMSUNG GALAXY A54,SAMSUNG GALAXY A54 BLACK 128GB,SAMSUNG,HIGH,ACTIVE
NI,3319,SAMSUNG GALAXY A54,SAMSUNG GALAXY A54 WHITE 128GB,SAMSUNG,HIGH,ACTIVE
NI,6297,BMOBILE T102,BMOBILE T102,BMOBILE,FEATURE PHONE,NEW
NI,6299,BMOBILE BL65+,BMOBILE BL65+,BMOBILE,LOW,NEW
NI,6301,,TECNO SPARK GO 2023,TECNO,LOW,NEW
NI,3394,TECNO POP 7,TECNO SPARK POP BLACK,TECNO,LOW,EOL
NI,3418,BMOBILE K391,BMOBILE K391 GRAY DS,BMOBILE,FEATURE PHONE,ACTIVE
NI,3419,BMOBILE K391,BMOBILE K391 BLUE DS,BMOBILE,FEATURE PHONE,ACTIVE
NI,3421,BMOBILE K391,BMOBILE K391 ORANGE DS,BMOBILE,FEATURE PHONE,ACTIVE
NI,3337,BLU Z5,BLU Z5 GREEN,BLU,FEATURE PHONE,EOL
NI,3338,BLU Z5,BLU Z5 GRAY,BLU,FEATURE PHONE,EOL
NI,3367,BLU C5L,BLU C5L GRAY,BLU,ENTRY,EOL
NI,3368,BLU C5L,BLU C5L BLACK,BLU,ENTRY,EOL
NI,3383,SAMSUNG GALAXY Z FLIP5,SAMSUNG GALAXY Z FLIP5 CREAM 512GB,SAMSUNG,FLAGSHIP,EOL
NI,3391,SAMSUNG GALAXY Z FLIP5,SAMSUNG GALAXY Z FLIP5 GRAPHITE 512GB,SAMSUNG,FLAGSHIP,EOL
NI,3393,SAMSUNG GALAXY Z FLIP5,SAMSUNG GALAXY Z FLIP5 MINT DS 512GB,SAMSUNG,FLAGSHIP,EOL
NI,3390,SAMSUNG GALAXY Z FLIP5,SAMSUNG GALAXY Z FLIP5 LAVENDER 256GB,SAMSUNG,FLAGSHIP,EOL
NI,6317,XIAOMI 13T,XIAOMI 13T,XIAOMI,HIGH,NEW
NI,3411,XIAOMI REDMI 12C,XIAOMI REDMI 12C GRAPHITE GRAY,XIAOMI,MID,EOL
NI,3417,BLU G63,BLU G63 128GB BLACK DS LTE,BLU,LOW,EOL
NI,6325,,ZTE BLADE A53 PRO,ZTE,LOW,NEW
NI,3406,ZTE BLADE A33 CORE,ZTE BLADE A33 CORE BLACK,ZTE,ENTRY,ACTIVE
NI,3371,SAMSUNG TAB S7FE 64GB BLACK,SAMSUNG TAB S7FE 64GB BLACK,SAMSUNG,TABLET,EOL
NI,6332,IPHONE 15,MTP43BE/A IPHONE 15 BLUE 128GB-BES,APPLE,FLAGSHIP,ACTIVE
NI,6335,IPHONE 15 PRO MAX,MU773BE/A IPHONE 15 PRO MAX BLACK 256GB-BES,APPLE,FLAGSHIP,ACTIVE
NI,6353,BMOBILE BL61 PRO,BMOBILE BL61 PRO,BMOBILE,ENTRY,NEW
NI,6355,SAMSUNG GALAXY A25,SAMSUNG GALAXY A25 5G,SAMSUNG,MID HIGH,NEW
NI,6357,HONOR X8B,HONOR X8B,HONOR,MID HIGH,ACTIVE
NI,6359,HONOR X7B,HONOR X7B,HONOR,MID,ACTIVE
NI,2176,HUAWEI P9 LITE LTE,HUAWEI P9 LITE BLACK LTE,HUAWEI,MID HIGH,OBSOLETE
NI,2213,ALCATEL MIFI Y859 LTE,KIT ALCATEL MIFI Y859 LTE,ALCATEL,LOW,OBSOLETE
NI,2219,SKY FUEGO 3.5,KIT SKY 3.5 BLACK,SKY,ENTRY,OBSOLETE
NI,2222,ANTENA PARABOLICA 90CM,ANTENA PARABOLICA 90CM,,FEATURE PHONE,OBSOLETE
NI,2223,SMART CARDS,SMART CARDS,,FEATURE PHONE,OBSOLETE
NI,2227,DECO ZAPPER HD,DECO HD (ZAPPER),KAON,FEATURE PHONE,OBSOLETE
NI,2231,BMOBILE AX675,KIT BMOBILE AX675 WHITE,BMOBILE,ENTRY,OBSOLETE
NI,2238,SAMSUNG GALAXY J7 PRIME DS LTE,SAMSUNG GALAXY J7 PRIME BLACK LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2240,SKY FUEGO 3.5,SKY 3.5 BLUE,SKY,ENTRY,OBSOLETE
NI,2241,SKY FUEGO 3.5,KIT SKY 3.5 BLUE,SKY,ENTRY,OBSOLETE
NI,2243,SKY FUEGO 3.5,KIT SKY 3.5 WHITE,SKY,ENTRY,OBSOLETE
NI,2248,IPHONE 7 128GB LTE,IPHONE 7 SILVER 128GB LTE,APPLE,ULTRA HIGH,OBSOLETE
NI,2255,ALCATEL F112G,KIT ALCATEL F112G BLACK,ALCATEL,FEATURE PHONE,OBSOLETE
NI,2259,BMOBILE AX1040 LTE,BMOBILE AX1040 BLUE DS LTE,BMOBILE,LOW,OBSOLETE
NI,2261,BMOBILE AX1040 LTE,KIT BMOBILE AX1040 BLACK DS LTE,BMOBILE,LOW,OBSOLETE
NI,2266,SAMSUNG GALAXY S8 64GB LTE,SAMSUNG GALAXY S8 BLACK 64GB LTE,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2269,HUAWEI MATE 9,HUAWEI MATE 9 SILVER LTE,HUAWEI,ULTRA HIGH,OBSOLETE
NI,2274,HUAWEI Y5 II LTE,HUAWEI Y5 II WHITE DS,HUAWEI,LOW,OBSOLETE
NI,2276,HUAWEI MATE 9 LITE,HUAWEI MATE 9 LITE GRAY DS LTE,HUAWEI,HIGH,OBSOLETE
NI,2279,HUAWEI P10 LTE,HUAWEI P10 BLACK DS LTE,HUAWEI,HIGH,OBSOLETE
NI,2282,NEXUS GO401,NEXUS GO401 BLACK,NEXUS,ENTRY,OBSOLETE
NI,2285,NEXUS GO1003 LTE,NEXUS GO1003 DEMO,NEXUS,LOW,OBSOLETE
NI,2288,LG K4 2017 LTE,LG K4 2017 SILVER DS LTE,LG,MID LOW,OBSOLETE
NI,2293,SAMSUNG GALAXY S8 64GB LTE,SAMSUNG GALAXY S8 GOLD 64GB LTE,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2303,GATEWAY GRANDSTREAM GXW-4004,GATEWAY GRANDSTREAM GXW-4004,,GATEWAY,OBSOLETE
NI,2304,GATEWAY GRANDSTREAM GXW4104,GATEWAY GRANDSTREAM GXW4104,,GATEWAY,OBSOLETE
NI,2306,GATEWAY GRANDSTREAM GXW4232,GATEWAY GRANDSTREAM GXW4232,ACC   ,GATEWAY,OBSOLETE
NI,2307,GATEWAY GRANDSTREAM GXW4248,GATEWAY GRANDSTREAM GXW4248,,GATEWAY,OBSOLETE
NI,2311,IP AUDIOCONFERENCE GAC2500,IP AUDIOCONFERENCE GAC2500,ACC   ,MID HIGH,OBSOLETE
NI,2312,IP PHONE GRANDSTREAM GXP1610,IP PHONE GRANDSTREAM GXP1610,ACC   ,ENTRY,OBSOLETE
NI,2313,MODULO DE EXTENSION GXP2200EXT,MODULO DE EXTENSION GXP2200EXT,,MID LOW,OBSOLETE
NI,2314,TERMINAL GRANDSTREAM GXP-1620,TERMINAL GRANDSTREAM GXP-1620,,ENTRY,OBSOLETE
NI,2316,TERMINAL GRANDSTREAM GXP2140,TERMINAL GRANDSTREAM GXP2140,ACC   ,MID LOW,OBSOLETE
NI,2317,TERMINAL IP GRANDSTREAM GXP-2160,TERMINAL IP GRANDSTREAM GXP-2160,ACC   ,MID LOW,OBSOLETE
NI,2321,IPHONE 7 128GB LTE REEMPLAZO,IPHONE 7 BLACK 128GB LTE REEMPLAZO,APPLE,ULTRA HIGH,OBSOLETE
NI,2327,SAMSUNG GALAXY J2 PRIME DS LTE,KIT SAMSUNG GALAXY J2 PRIME BLACK DS LTE,SAMSUNG,MID LOW,OBSOLETE
NI,2370,SAMSUNG GALAXY J2 PRIME DS LTE,SAMSUNG GALAXY J2 PRIME PINK DS LTE,SAMSUNG,MID LOW,OBSOLETE
NI,2375,MOTOROLA C PLUS LTE,MOTOROLA C PLUS BLACK DS LTE,MOTOROLA,MID,OBSOLETE
NI,2379,MOTOROLA E PLUS LTE,MOTOROLA E PLUS GRAY DS LTE,MOTOROLA,MID HIGH,OBSOLETE
NI,2386,BMOBILE AX1045 LTE,KIT BMOBILE AX1045 GOLD DS LTE,BMOBILE,LOW,OBSOLETE
NI,2390,NEXUS GO1402 BLACK DS LTE,NEXUS GO1402 BLACK DS LTE,NEXUS,LOW,OBSOLETE
NI,2391,BMOBILE K360,BMOBILE K360 SS,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2396,NEXUS GO1004 DS,NEXUS GO1004 GOLD DS LTE,NEXUS,LOW,OBSOLETE
NI,2397,NEXUS GO1004 DS,KIT NEXUS GO1004 GOLD DS LTE,NEXUS,LOW,OBSOLETE
NI,2400,SAMSUNG GALAXY TAB A6 LTE,SAMSUNG GALAXY TAB A6 LTE,SAMSUNG,OTHERS,OBSOLETE
NI,2401,SAMSUNG GALAXY S8 PLUS 64GB LTE,SAMSUNG GALAXY S8 PLUS GRAY DS 64GB LTE,SAMSUNG,FLAGSHIP,OBSOLETE
NI,2405,SAMSUNG GALAXY A5 2017 LTE,SAMSUNG GALAXY A5 2017 GOLD DS LTE,SAMSUNG,HIGH,OBSOLETE
NI,2408,BMOBILE AX1045 LTE,BMOBILE AX1045 SILVER DS LTE,BMOBILE,LOW,OBSOLETE
NI,2410,SAMSUNG GALAXY J5 PRIME LTE,SAMSUNG GALAXY J5 PRIME PINK/GOLD DS LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2415,IPHONE 8 64GB LTE,IPHONE 8 SPACE GRAY 64GB LTE,APPLE,FLAGSHIP,OBSOLETE
NI,2417,TERMINAL GRANDSTREAM GXP-2170,TERMINAL GRANDSTREAM GXP-2170,,MID,OBSOLETE
NI,2418,TERMINAL GRANDSTREAM GXP-1625,TERMINAL GRANDSTREAM GXP-1625,,ENTRY,OBSOLETE
NI,2427,HUAWEI Y6 II LTE,KIT HUAWEI Y6 II WHITE DS LTE,HUAWEI,MID,OBSOLETE
NI,2429,GWO8 3G,GWO8 3G,GW,FEATURE PHONE,OBSOLETE
NI,2430,GWO8 3G,KIT GWO8 3G,GW,FEATURE PHONE,OBSOLETE
NI,2432,SAMSUNG GALAXY J7 PRO DS LTE,SAMSUNG GALAXY J7 PRO 2017 BLACK DS LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2434,SAMSUNG GALAXY J7 PRO DS LTE,SAMSUNG G. J7 PRO 2017 BLUE/SILVR DS LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2439,BMOBILE K355 DS,BMOBILE K355 WHITE/BLUE DS,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2443,BMOBILE K355 DS,KIT BMOBILE K355 BLACK DS,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2445,BMOBILE AX681,KIT BMOBILE AX681 BLACK DS,BMOBILE,ENTRY,OBSOLETE
NI,2447,BMOBILE AX681,KIT BMOBILE AX681 PINK DS,BMOBILE,ENTRY,OBSOLETE
NI,2448,BMOBILE K355 DS,KIT BMOBILE K355 ORANGE DS,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2451,SAMSUNG GALAXY J5 PRO 2017 DS LTE,SAMSUNG GALAXY J5 PRO 2017 BLACK DS LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2456,SAMSUNG GALAXY J5 PRO 2017 DS LTE,KIT SAMSUNG G. J5 PRO 2017 BLACK DS LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2459,SAMSUNG GALAXY J7 PRO DS LTE,KIT SAMSUNG G J7 PRO 2017 BLACK DS LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2039,BMOBILE AX605,BMOBILE AX605 WHITE,BMOBILE,ENTRY,OBSOLETE
NI,2045,NEXUS GO779,NEXUS GO779 GRAY,NEXUS,ENTRY,OBSOLETE
NI,2046,NEXUS GO779,KIT NEXUS GO779 GRAY,NEXUS,ENTRY,OBSOLETE
NI,2051,SAMSUNG GALAXY J5 8GB LTE,KIT SAMSUNG GALAXY J5 8GB BLACK LTE,SAMSUNG,MID HIGH,OBSOLETE
NI,2061,NEXUS GO181,KIT NEXUS GO181 BLACK,NEXUS,FEATURE PHONE,OBSOLETE
NI,2067,SG300-10 10-PORT,SG300-10 10-PORT,,MID,OBSOLETE
NI,2071,SG300-52-PORT,SG300-52-PORT,ACC   ,ULTRA HIGH,OBSOLETE
NI,2081,NEXUS GO181,NEXUS GO181 WHITE/ORANGE,NEXUS,FEATURE PHONE,OBSOLETE
NI,2090,HUAWEI MATE 8 L09 LTE,HUAWEI MATE 8 L09 LTE,HUAWEI,ULTRA HIGH,OBSOLETE
NI,2091,NEXUS GO400,NEXUS GO400 WHITE,NEXUS,ENTRY,OBSOLETE
NI,2093,NEXUS GO400,NEXUS GO400 GRAY,NEXUS,ENTRY,OBSOLETE
NI,2096,BMOBILE AX1040 LTE,BMOBILE AX1040 LTE,BMOBILE,LOW,OBSOLETE
NI,2097,BMOBILE AX1040 LTE,KIT BMOBILE AX1040 LTE,BMOBILE,LOW,OBSOLETE
NI,2103,MTT M14,M14 BLACK/ORANGE,MTT,FEATURE PHONE,OBSOLETE
NI,2105,MTT M14,KIT M14 GREEN/BLACK,MTT,FEATURE PHONE,OBSOLETE
NI,2109,MTT M14,KIT M14 ORANGE/BLACK,MTT,FEATURE PHONE,OBSOLETE
NI,2112,HUAWEI Y5 II LTE,HUAWEI Y5 II WHITE LTE,HUAWEI,LOW,OBSOLETE
NI,2115,HUAWEI Y5 II LTE,KIT HUAWEI Y5 II GOLD LTE,HUAWEI,LOW,OBSOLETE
NI,2703,,SAMSUNG GALAXY A70,SAMSUNG,HIGH,OBSOLETE
NI,2707,,KIT SAMSUNG GALAXY A10 BLACK,SAMSUNG,MID,OBSOLETE
NI,2709,HUAWEI P30 LITE,HUAWEI P30 LITE BLUE,HUAWEI,MID HIGH,OBSOLETE
NI,2713,SAMSUNG GALAXY A70,SAMSUNG GALAXY A70 BLACK,SAMSUNG,HIGH,OBSOLETE
NI,2717,,KIT SAMSUNG GALAXY A10 BLUE,SAMSUNG,MID,OBSOLETE
NI,2720,SAMSUNG GALAXY A10 SS,SAMSUNG GALAXY A10 BLUE SS,SAMSUNG,MID,OBSOLETE
NI,3139,SKY F3P,SKY F3P BLACK/BLUE,SKY,FEATURE PHONE,EOL
NI,3142,SKY F3P,KIT SKY F3P BLACK/BLUE,SKY,FEATURE PHONE,EOL
NI,2723,BMOBILE AX1077+,BMOBILE AX1077 + BLACK,BMOBILE,ENTRY,OBSOLETE
NI,2728,,NOKIA 1 PLUS Black,NOKIA,LOW,OBSOLETE
NI,2729,SKY F3P SS,SKY F3P SS,SKY,FEATURE PHONE,EOL
NI,2731,,IPHONE XS MAX 256GB SILVER LTE,APPLE,FLAGSHIP,OBSOLETE
NI,2733,BMOBILE K373 SS,BMOBILE K373 SS,BMOBILE,FEATURE PHONE,OBSOLETE
NI,2736,,HUAWEI Y9 PRIME 2019 BLUE,HUAWEI,MID HIGH,OBSOLETE
NI,2739,,HUAWEI P30 AURORA,HUAWEI,ULTRA HIGH,OBSOLETE
NI,2743,,KIT SAMSUNG A30 WHITE,SAMSUNG,MID HIGH,OBSOLETE
NI,2746,,HUAWEI Y5 2019,HUAWEI,MID LOW,OBSOLETE
NI,2748,,SAMSUNG GALAXY A30-S WHITE,SAMSUNG,MID HIGH,OBSOLETE
NI,3449,SAMSUNG GALAXY S24 ULTRA,SAMSUNG G S24 ULTRA TITAN VIOLET 512GB,SAMSUNG,FLAGSHIP,ACTIVE
NI,3445,SAMSUNG GALAXY A05,SAMSUNG GALAXY A05 BLACK 64GB,SAMSUNG,MID LOW,ACTIVE
NI,3452,SAMSUNG GALAXY S24 ULTRA,SAMSUNG G S24 ULTRA TITAN YELLOW 512GB,SAMSUNG,FLAGSHIP,ACTIVE
NI,2754,IPHONE 11 128GB,IPHONE 11 128GB BLACK,APPLE,ULTRA HIGH,EOL
NI,1222,NOKIA LUMIA 900,NOKIA LUMIA 900,NOKIA,ULTRA HIGH,OBSOLETE
NI,1414,NOKIA LUMIA 720,NOKIA LUMIA 720,NOKIA,ULTRA HIGH,OBSOLETE
NI,1760,IPHONE 6 16GB LTE,IPHONE 6 GOLD 16GB LTE,APPLE,ULTRA HIGH,OBSOLETE
NI,1778,IPHONE 6 PLUS 16GB DEMO,IPHONE 6 PLUS 16 GB SILVER DEMO-SPA,APPLE,ULTRA HIGH,OBSOLETE
NI,1813,IPHONE 6 PLUS 64GB LTE,IPHONE 6 PLUS SPACE GRAY 64 GB LTE,APPLE,ULTRA HIGH,OBSOLETE
NI,1941,IPHONE 6 16GB REEMPLAZO,IPHONE 6 16 GB GRAY REEMPLAZO,APPLE,ULTRA HIGH,OBSOLETE
NI,1951,SAMSUNG GALAXY NOTE 5 LTE,SAMSUNG GALAXY NOTE 5 LTE,SAMSUNG,ULTRA HIGH,OBSOLETE
NI,1977,IPHONE 6S 16GB LTE,IPHONE 6S GOLD 16GB LTE,APPLE,ULTRA HIGH,OBSOLETE
NI,3147,SAMSUNG GALAXY S21 FE,SAMSUNG GALAXY S21 FE GRAPHITE,SAMSUNG,ULTRA HIGH,EOL
NI,3354,IPHONE 14 128GB,IPHONE 14 128GB RED,APPLE,ULTRA HIGH,EOL
NI,3333,SAMSUNG GALAXY S23,SAMSUNG GALAXY S23 BLACK 256GB,SAMSUNG,ULTRA HIGH,EOL
